player_id,player_name,year,games,goals,npg,shots,assists,yellow_cards,red_cards,position,team_name,time
2381,Rodrigo,2018,33,8,8,81,6,3,1,F S,Valencia,2538
2384,Santi Mina,2018,30,7,7,43,5,4,0,F S,Valencia,1866
2442,Kevin Gameiro,2018,33,6,6,36,1,1,0,F S,Valencia,1605
5682,Gonçalo Guedes,2018,25,5,5,35,3,2,0,F M S,Valencia,1472
2478,Carlos Soler,2018,31,2,2,41,6,9,0,M S,Valencia,2478
2494,Denis Cheryshev,2018,27,2,2,32,2,2,0,M S,Valencia,1715
3056,Ezequiel Garay,2018,24,2,2,13,0,4,0,D,Valencia,2139
5666,Mouctar Diakhaby,2018,22,2,2,11,0,9,0,D S,Valencia,1568
6441,Ferrán Torres,2018,24,2,2,17,1,5,0,M S,Valencia,828
1516,Geoffrey Kondogbia,2018,19,1,1,22,1,1,0,M S,Valencia,1244
1678,Michy Batshuayi,2018,15,1,1,17,0,3,0,F S,Valencia,502
2284,Daniel Wass,2018,32,1,1,28,3,4,0,D M S,Valencia,2358
2505,José Gayá,2018,35,1,1,15,1,10,0,D,Valencia,3138
2560,Cristiano Piccini,2018,23,1,1,12,0,3,0,D S,Valencia,1869
493,Gabriel,2018,30,0,0,11,1,6,0,D,Valencia,2626
497,Francis Coquelin,2018,26,0,0,9,1,5,0,M S,Valencia,1767
1297,Neto,2018,34,0,0,0,0,2,0,GK,Valencia,3060
1508,Jeison Murillo,2018,1,0,0,0,0,0,0,D,Valencia,90
1884,Facundo Roncaglia,2018,7,0,0,3,0,3,1,D,Valencia,605
2386,Rúben Vezo,2018,4,0,0,2,0,2,0,D S,Valencia,194
2475,Jaume,2018,4,0,0,0,0,0,0,GK,Valencia,360
2479,Toni Lato,2018,4,0,0,2,0,1,0,D S,Valencia,272
5047,Rubén Sobrino,2018,4,0,0,3,0,1,0,F S,Valencia,192
7313,Lee Kang-In,2018,3,0,0,1,0,1,0,S,Valencia,15
2399,Iñaki Williams,2018,38,13,13,75,4,3,0,F M S,Athletic Club,3055
2400,Raúl García,2018,33,9,7,81,3,12,0,M S,Athletic Club,2384
2401,Muniain,2018,34,7,6,25,4,6,0,F M S,Athletic Club,2388
2229,Yuri,2018,35,2,2,29,2,9,1,D F M,Athletic Club,3124
2410,Aduriz,2018,20,2,0,19,0,5,0,F S,Athletic Club,938
7019,Peru Nolaskoain,2018,8,2,2,4,0,2,1,D S,Athletic Club,468
2397,Beñat,2018,27,1,1,15,2,8,0,M S,Athletic Club,2055
2405,Markel Susaeta,2018,22,1,1,15,2,2,1,F M S,Athletic Club,1376
2452,De Marcos,2018,30,1,1,9,2,5,2,D M S,Athletic Club,2435
5129,Kenan Kodro,2018,11,1,1,4,0,0,0,S,Athletic Club,144
2125,Ander Capa,2018,25,0,0,9,0,9,0,D M S,Athletic Club,1627
2130,Dani García,2018,29,0,0,2,0,13,0,M,Athletic Club,2490
2395,San José,2018,33,0,0,12,0,7,0,M S,Athletic Club,1703
2396,Balenziaga,2018,11,0,0,1,0,0,0,D S,Athletic Club,518
2398,Iturraspe,2018,3,0,0,0,0,1,0,M S,Athletic Club,99
2403,Íñigo Lekue,2018,4,0,0,0,0,1,0,D S,Athletic Club,207
2406,Mikel Rico,2018,4,0,0,3,0,0,0,M S,Athletic Club,245
2407,Iago Herrerín,2018,31,0,0,0,1,1,0,GK,Athletic Club,2790
2484,Iñigo Martínez,2018,33,0,0,24,0,12,0,D,Athletic Club,2902
2491,Ibai Gómez,2018,14,0,0,9,2,0,0,M S,Athletic Club,576
4091,Unai López,2018,7,0,0,4,0,1,0,M S,Athletic Club,320
5062,Yeray Álvarez,2018,30,0,0,11,0,10,0,D,Athletic Club,2614
5185,Unai Simón,2018,7,0,0,0,0,2,0,GK,Athletic Club,630
6149,Unai Núñez,2018,12,0,0,12,0,4,0,D S,Athletic Club,1064
6150,Iñigo Córdoba,2018,23,0,0,23,5,4,0,M S,Athletic Club,1322
7020,Gorka Guruzeta,2018,6,0,0,1,0,0,0,S,Athletic Club,38
7274,Cristian Ganea,2018,1,0,0,0,0,0,0,M,Athletic Club,53
2097,Lionel Messi,2018,34,36,32,170,13,3,0,F S,Barcelona,2704
2098,Luis Suárez,2018,33,21,17,112,6,5,0,F S,Barcelona,2832
3226,Ousmane Dembélé,2018,29,8,8,39,5,1,0,D F M S,Barcelona,1673
488,Philippe Coutinho,2018,34,5,5,69,2,2,0,F M S,Barcelona,2026
2092,Gerard Piqué,2018,35,4,4,18,2,6,0,D,Barcelona,3150
222,Arturo Vidal,2018,33,3,3,24,7,7,0,M S,Barcelona,1935
2094,Ivan Rakitic,2018,34,3,3,36,5,5,1,M S,Barcelona,2641
2093,Jordi Alba,2018,36,2,2,14,8,6,0,D S,Barcelona,2985
5058,Carles Aleñá,2018,17,2,2,14,0,2,0,M S,Barcelona,622
2106,Munir,2018,7,1,1,4,1,0,0,F S,Barcelona,143
3262,Malcom,2018,15,1,1,11,2,0,0,F M S,Barcelona,603
5050,Clement Lenglet,2018,23,1,1,6,0,8,1,D S,Barcelona,1935
6163,Nélson Semedo,2018,26,1,1,6,0,4,0,D S,Barcelona,1603
1508,Jeison Murillo,2018,2,0,0,1,0,0,0,D S,Barcelona,112
1635,Thomas Vermaelen,2018,9,0,0,2,0,2,0,D S,Barcelona,586
1819,Kevin-Prince Boateng,2018,3,0,0,3,0,1,0,F,Barcelona,240
2090,Marc-André ter Stegen,2018,35,0,0,0,0,0,0,GK,Barcelona,3150
2095,Sergio Busquets,2018,35,0,0,8,1,10,0,M S,Barcelona,2726
2100,Rafinha,2018,5,0,0,2,0,1,0,F M S,Barcelona,223
2104,Sergi Roberto,2018,29,0,0,9,7,3,0,D F M S,Barcelona,2087
2308,Denis Suárez,2018,2,0,0,1,0,0,0,S,Barcelona,17
3567,Samuel Umtiti,2018,14,0,0,2,1,4,0,D S,Barcelona,1187
5057,Jasper Cillessen,2018,3,0,0,0,0,0,0,GK,Barcelona,270
6816,Jean-Clair Todibo,2018,2,0,0,0,0,2,0,D,Barcelona,158
6942,Arthur,2018,27,0,0,6,1,2,0,M S,Barcelona,1452
7547,Moussa Wagué,2018,3,0,0,1,0,1,0,D M S,Barcelona,223
7548,Riqui Puig,2018,2,0,0,0,0,0,0,M,Barcelona,157
7549,Abel Ruiz,2018,1,0,0,1,0,0,0,S,Barcelona,20
7586,Álex Collado,2018,1,0,0,2,0,0,0,S,Barcelona,85
7609,Carles Pérez,2018,1,0,0,1,0,0,0,S,Barcelona,16
2370,Karim Benzema,2018,36,21,18,104,6,1,0,F S,Real Madrid,2972
2251,Gareth Bale,2018,29,8,7,76,3,4,0,F M S,Real Madrid,1786
2246,Sergio Ramos,2018,28,6,1,31,1,5,1,D,Real Madrid,2478
2248,Casemiro,2018,29,3,3,40,0,5,1,M S,Real Madrid,2317
2250,Luka Modric,2018,34,3,3,37,6,6,0,M S,Real Madrid,2628
2255,Isco,2018,27,3,3,25,2,3,0,F M S,Real Madrid,1186
2446,Dani Ceballos,2018,23,3,3,22,0,3,0,F M S,Real Madrid,1245
5110,Mariano,2018,13,3,3,23,0,2,0,F S,Real Madrid,428
2245,Raphael Varane,2018,32,2,2,19,0,0,1,D S,Real Madrid,2761
2257,Marcelo,2018,23,2,2,35,2,6,0,D S,Real Madrid,1854
7008,Vinícius Júnior,2018,18,2,2,42,0,0,0,F M S,Real Madrid,858
2117,Marco Asensio,2018,30,1,1,45,4,3,0,F M S,Real Madrid,1782
2253,Lucas Vázquez,2018,31,1,1,24,3,4,1,F M S,Real Madrid,1493
2260,Daniel Carvajal,2018,24,1,1,11,2,10,0,D S,Real Madrid,2105
5234,Jesús Vallejo,2018,5,1,1,1,0,1,1,D S,Real Madrid,309
6421,Brahim Diaz,2018,9,1,1,7,1,0,0,F S,Real Madrid,380
680,Thibaut Courtois,2018,27,0,0,1,0,2,0,GK,Real Madrid,2430
2243,Keylor Navas,2018,10,0,0,0,0,1,0,GK,Real Madrid,900
2247,Nacho,2018,20,0,0,5,1,6,1,D S,Real Madrid,1704
2369,Toni Kroos,2018,28,0,0,30,4,2,0,M S,Real Madrid,2235
2418,Álvaro Odriozola,2018,14,0,0,1,2,2,0,D,Real Madrid,1183
2518,Marcos Llorente,2018,7,0,0,1,0,1,0,M S,Real Madrid,538
6241,Federico Valverde,2018,16,0,0,7,0,4,0,M S,Real Madrid,646
6269,Luca Zidane,2018,1,0,0,0,0,0,0,GK,Real Madrid,90
7187,Sergio Reguilón,2018,14,0,0,6,2,3,0,D S,Real Madrid,1122
7245,Javi Sánchez,2018,1,0,0,0,0,1,0,S,Real Madrid,45
7343,Cristo González,2018,1,0,0,1,0,0,0,S,Real Madrid,43
2566,Roger,2018,31,13,11,70,0,4,0,F S,Levante,1911
2186,Morales,2018,37,12,9,65,5,7,0,D F M S,Levante,3196
2073,Coke,2018,27,4,4,12,0,2,1,D M S,Levante,1814
2079,Rubén Rochina,2018,27,4,4,46,5,9,2,M S,Levante,1823
2252,Borja Mayoral,2018,29,3,3,24,2,1,0,F S,Levante,1602
4034,José Campaña,2018,36,3,3,20,9,12,0,M,Levante,3216
6217,Enis Bardhi,2018,36,3,3,66,4,6,0,M S,Levante,2840
2386,Rúben Vezo,2018,15,2,2,7,1,4,0,D,Levante,1340
4076,Jason,2018,30,2,2,32,5,10,0,D F M S,Levante,2329
5642,Erick Cabaco,2018,21,2,2,10,0,9,2,D S,Levante,1637
6216,Chema Rodríguez,2018,19,2,2,6,0,7,0,D S,Levante,1256
2187,Toño,2018,21,1,1,14,2,4,0,D M,Levante,1767
2326,Rober,2018,33,1,1,8,0,6,0,D M S,Levante,2850
6215,Sergio Postigo,2018,21,1,1,7,1,4,1,D S,Levante,1459
6218,Emmanuel Boateng,2018,16,1,1,19,0,2,0,F S,Levante,690
1932,Sanjin Prcic,2018,10,0,0,8,0,3,0,M S,Levante,540
2189,Pedro López,2018,8,0,0,2,1,0,0,D S,Levante,464
2241,Oier,2018,21,0,0,0,0,1,0,GK,Levante,1890
2436,Antonio Luna,2018,16,0,0,3,2,4,0,D M S,Levante,1262
4193,Aitor Fernández,2018,16,0,0,0,0,0,0,GK,Levante,1440
4741,Cheick Doukoure,2018,9,0,0,1,0,1,0,M S,Levante,312
6495,Koke,2018,1,0,0,0,0,0,0,GK,Levante,90
6927,Raphael Dwamena,2018,12,0,0,4,1,0,0,F S,Levante,204
7155,Nikola Vukcevic,2018,16,0,0,0,0,3,1,M S,Levante,672
7169,Moses Simon,2018,19,0,0,15,1,1,0,D M S,Levante,774
7271,Fran Manzanara,2018,4,0,0,1,0,0,0,D S,Levante,153
2290,Iago Aspas,2018,27,20,15,70,6,5,0,F M S,Celta Vigo,2268
6124,Maxi Gómez,2018,35,13,12,81,5,4,1,F S,Celta Vigo,2962
6227,Brais Méndez,2018,31,6,5,70,7,5,0,F M S,Celta Vigo,2358
1734,Sofiane Boufal,2018,35,3,3,51,3,6,0,M S,Celta Vigo,2114
6930,Néstor Araújo,2018,32,3,3,12,0,1,1,D S,Celta Vigo,2682
5116,Pione Sisto,2018,25,2,2,18,1,0,0,F M S,Celta Vigo,814
6932,Okay Yokuslu,2018,30,2,2,18,0,10,0,M S,Celta Vigo,2219
2281,Hugo Mallo,2018,35,1,1,24,4,11,0,D,Celta Vigo,3101
3343,Ryad Boudebouz,2018,11,1,1,11,2,2,1,M S,Celta Vigo,725
6931,Fran Beltrán,2018,30,1,1,17,0,3,0,M S,Celta Vigo,1504
1203,Wesley Hoedt,2018,10,0,0,4,0,1,1,D S,Celta Vigo,894
1884,Facundo Roncaglia,2018,12,0,0,1,0,3,0,D,Celta Vigo,1071
2128,David Juncà,2018,21,0,0,6,3,6,0,D,Celta Vigo,1766
2165,Jozabed,2018,20,0,0,11,0,1,0,M S,Celta Vigo,1161
2279,Sergio Álvarez,2018,13,0,0,0,0,1,0,GK,Celta Vigo,1170
2293,Rubén Blanco,2018,25,0,0,0,0,2,0,GK,Celta Vigo,2250
2419,Cabral,2018,24,0,0,17,0,2,2,D S,Celta Vigo,1900
4160,David Costas,2018,15,0,0,2,0,4,0,D S,Celta Vigo,1173
4202,Kevin,2018,4,0,0,0,0,0,0,D S,Celta Vigo,213
5032,Andrew Hjulsager,2018,15,0,0,2,3,1,0,M S,Celta Vigo,334
5272,Emre Mor,2018,10,0,0,8,0,1,0,F M S,Celta Vigo,357
5607,Junior Alonso,2018,9,0,0,4,0,2,0,D S,Celta Vigo,532
6125,Stanislav Lobotka,2018,31,0,0,11,1,1,0,M S,Celta Vigo,2494
6481,Robert Mazán,2018,1,0,0,1,0,0,0,D,Celta Vigo,90
6669,Dennis Eckert,2018,9,0,0,8,0,0,0,F S,Celta Vigo,203
7166,Mathias Jensen,2018,6,0,0,4,0,0,0,M S,Celta Vigo,240
7368,Emmanuel Apeh,2018,2,0,0,0,0,0,0,S,Celta Vigo,11
7514,Lucas Olaza,2018,10,0,0,0,2,2,0,D,Celta Vigo,898
5681,Giovani Lo Celso,2018,32,9,7,64,4,5,0,F M S,Real Betis,2401
2571,Sergio Canales,2018,32,7,5,66,2,7,0,F M S,Real Betis,2660
2148,Joaquín,2018,30,6,6,23,0,5,0,D F M S,Real Betis,1688
6528,Loren Morón,2018,33,6,6,59,0,3,0,F S,Real Betis,1953
1421,Cristian Tello,2018,29,4,4,36,6,4,0,D M S,Real Betis,1547
6485,Júnior Firpo,2018,24,3,3,19,4,7,0,D M S,Real Betis,1937
2217,Antonio Sanabria,2018,15,2,1,17,0,2,0,F S,Real Betis,803
2256,Jesé,2018,14,2,2,19,0,2,0,F M S,Real Betis,780
2314,Sidnei,2018,24,1,1,9,0,4,0,D S,Real Betis,1740
2388,Zouhair Feddal,2018,21,1,1,15,1,7,0,D S,Real Betis,1702
2453,Marc Bartra,2018,33,1,1,10,0,4,0,D,Real Betis,2932
3237,Aissa Mandi,2018,35,1,1,6,1,10,0,D S,Real Betis,3063
452,Takashi Inui,2018,8,0,0,13,0,0,0,M S,Real Betis,379
584,Joel Robles,2018,5,0,0,0,0,0,0,GK,Real Betis,450
1706,Antonio Barragán,2018,14,0,0,2,0,4,0,D M S,Real Betis,937
2107,Pau López,2018,33,0,0,0,0,3,0,GK,Real Betis,2970
3061,Javi García,2018,13,0,0,0,0,0,1,D M S,Real Betis,518
3343,Ryad Boudebouz,2018,9,0,0,10,0,1,0,F M S,Real Betis,543
5095,Sergio León,2018,16,0,0,13,1,1,0,F M S,Real Betis,626
5211,Wilfrid Kaptoum,2018,10,0,0,3,0,2,0,M S,Real Betis,782
6164,Andrés Guardado,2018,31,0,0,26,4,8,0,D M S,Real Betis,2343
6166,Francis,2018,22,0,0,10,1,1,0,D M,Real Betis,1806
6926,William Carvalho,2018,30,0,0,10,5,7,0,M S,Real Betis,2391
7354,Diego Lainez,2018,12,0,0,10,1,2,0,F M S,Real Betis,347
7430,Emerson,2018,6,0,0,3,0,1,0,D M S,Real Betis,319
5657,Karl Toko Ekambi,2018,34,10,10,59,1,5,0,F M S,Villarreal,2147
2120,Gerard Moreno,2018,35,8,8,72,1,3,0,F M S,Villarreal,2316
1125,Carlos Bacca,2018,33,6,5,31,1,3,0,F S,Villarreal,1250
7208,Samuel Chukwueze,2018,26,5,5,58,2,2,0,F M S,Villarreal,1713
965,Santiago Cazorla,2018,35,4,2,31,10,2,0,M S,Villarreal,2651
2065,Vicente Iborra,2018,19,3,3,18,1,7,0,M,Villarreal,1671
2521,Alfonso,2018,34,3,3,36,3,3,0,D M S,Villarreal,2083
597,Ramiro Funes Mori,2018,31,2,2,26,1,15,0,D M S,Villarreal,2629
2335,Pablo Fornals,2018,35,2,2,57,3,4,0,F M S,Villarreal,2486
1826,Nicola Sansone,2018,3,1,1,1,1,1,0,S,Villarreal,31
2296,Mario,2018,31,1,1,25,2,15,1,D S,Villarreal,2608
2430,Álvaro González,2018,33,1,1,14,2,12,2,D,Villarreal,2968
2539,Jaume Costa,2018,21,1,1,13,0,6,0,D S,Villarreal,1499
1016,Miguel Layún,2018,8,0,0,11,1,1,0,D M S,Villarreal,503
1977,Manuel Iturra,2018,3,0,0,0,0,1,0,M S,Villarreal,72
2075,Andrés Fernández,2018,6,0,0,0,0,2,0,GK,Villarreal,540
2297,Daniele Bonera,2018,5,0,0,0,0,1,0,D S,Villarreal,230
2298,Víctor Ruiz,2018,22,0,0,8,0,10,0,D,Villarreal,1978
2301,Manu Trigueros,2018,24,0,0,18,0,3,0,M S,Villarreal,1547
2377,Javi Fuego,2018,5,0,0,0,0,1,0,M S,Villarreal,237
2460,Sergio Asenjo,2018,32,0,0,0,0,0,0,GK,Villarreal,2880
2574,Miguelón,2018,8,0,0,2,0,1,0,D M S,Villarreal,544
5199,Raba,2018,8,0,0,3,1,0,0,M S,Villarreal,184
6592,Manuel Morlanes,2018,10,0,0,3,3,2,0,M S,Villarreal,613
6938,Santiago Cáseres,2018,23,0,0,5,1,10,0,M S,Villarreal,1592
7492,Xavier Quintillá,2018,7,0,0,3,0,1,0,D,Villarreal,628
2339,Charles,2018,34,14,8,63,1,4,0,F S,Eibar,1732
2135,Sergi Enrich,2018,35,7,7,67,4,4,0,F S,Eibar,2596
2122,Joan Jordán,2018,36,4,4,58,4,10,0,M S,Eibar,2884
2437,Gonzalo Escalante,2018,32,4,4,21,1,6,0,M S,Eibar,1779
2285,Fabián Orellana,2018,33,3,2,78,5,4,0,M S,Eibar,2748
5074,Kike García,2018,30,3,3,43,0,0,0,F S,Eibar,1291
5159,Marc Cardona,2018,17,3,3,17,1,1,0,F M S,Eibar,600
44,Pablo De Blasis,2018,24,2,2,12,0,3,1,D M S,Eibar,1520
2112,Papakouly Diop,2018,28,1,1,36,1,11,0,M S,Eibar,2350
2197,Pedro León,2018,9,1,1,7,0,0,0,M S,Eibar,425
2586,Anaitz Arbilla,2018,25,1,1,18,2,4,1,D S,Eibar,1956
5075,Rubén Peña,2018,31,1,1,22,2,3,0,D S,Eibar,2674
5126,José Ángel,2018,35,1,1,24,2,9,0,D S,Eibar,3040
7134,Marc Cucurella,2018,31,1,1,22,2,6,0,D M S,Eibar,2351
2127,Iván Ramis,2018,21,0,0,15,0,4,0,D S,Eibar,1688
2138,Asier Riesgo,2018,14,0,0,0,0,0,0,GK,Eibar,1260
2168,Bebé,2018,2,0,0,3,0,0,0,M S,Eibar,60
2212,Sergio Álvarez,2018,19,0,0,2,0,1,0,D M S,Eibar,1059
2353,Pedro Bigas,2018,10,0,0,3,1,1,0,D S,Eibar,582
4054,Pablo Hervías,2018,3,0,0,4,1,0,0,M S,Eibar,177
4175,Pere Milla,2018,5,0,0,4,0,0,0,M,Eibar,352
6224,Marko Dmitrovic,2018,24,0,0,0,0,3,0,GK,Eibar,2160
6225,Paulo Oliveira,2018,28,0,0,9,0,4,0,D S,Eibar,2236
7100,Jordi Calavera,2018,1,0,0,0,0,0,0,S,Eibar,1
7555,Miguel Marí,2018,2,0,0,0,0,0,0,S,Eibar,68
1672,Jonathan Calleri,2018,34,9,7,81,2,6,0,F S,Alaves,2884
1701,Borja Bastón,2018,27,5,5,33,1,4,0,F S,Alaves,1462
2216,Jony,2018,36,5,5,54,10,3,0,F M S,Alaves,3010
2491,Ibai Gómez,2018,18,3,3,42,2,0,0,F M S,Alaves,1469
5047,Rubén Sobrino,2018,20,3,3,20,1,2,0,F M S,Alaves,952
452,Takashi Inui,2018,12,2,2,16,0,0,0,F M S,Alaves,842
2287,John Guidetti,2018,22,2,2,10,1,2,0,F S,Alaves,612
2482,Tomás Pina,2018,28,2,2,12,0,13,0,M S,Alaves,2345
4052,Ximo Navarro,2018,31,2,2,13,2,7,0,D S,Alaves,2528
6073,Guillermo Maripán,2018,23,2,2,15,2,5,0,D S,Alaves,2008
2362,Mubarak Wakaso,2018,29,1,1,31,1,9,0,M S,Alaves,1655
2432,Burgui,2018,16,1,1,8,0,1,0,M S,Alaves,537
5044,Víctor Laguardia,2018,36,1,1,17,2,12,0,D,Alaves,3240
5045,Manu García,2018,34,1,1,28,1,6,0,M S,Alaves,2318
1131,Rodrigo Ely,2018,5,0,0,2,0,1,0,D,Alaves,431
2110,Rubén Duarte,2018,33,0,0,24,0,10,1,D,Alaves,2782
2191,Vigaray,2018,8,0,0,1,0,1,0,D S,Alaves,648
2483,Adrián Marín,2018,6,0,0,2,0,2,0,D S,Alaves,277
3261,Diego Rolan,2018,9,0,0,8,0,1,0,F M S,Alaves,286
5037,Darko Brasanac,2018,24,0,0,9,1,5,0,M S,Alaves,1586
5042,Fernando Pacheco,2018,35,0,0,0,0,3,0,GK,Alaves,3150
5048,Daniel Torres,2018,2,0,0,0,0,1,0,M S,Alaves,69
5198,Martín Aguirregabiria,2018,27,0,0,1,0,5,0,D M S,Alaves,2036
6075,Antonio Sivera,2018,3,0,0,0,0,0,0,GK,Alaves,270
6943,Patrick Twumasi,2018,11,0,0,3,0,2,0,S,Alaves,151
7402,Álex Blanco,2018,2,0,0,0,0,0,0,S,Alaves,14
5169,Youssef En-Nesyri,2018,31,9,9,74,2,7,0,F M S,Leganes,2100
3424,Guido Carrillo,2018,32,6,5,59,1,5,0,F S,Leganes,1996
2357,Nabil El Zhar,2018,27,4,3,26,0,0,0,M S,Leganes,945
3211,Martin Braithwaite,2018,19,4,4,29,5,5,0,F S,Leganes,1414
6570,Óscar Rodríguez,2018,31,4,4,61,3,5,0,M S,Leganes,2524
6567,Jonathan Silva,2018,30,3,3,23,6,9,0,D M,Leganes,2700
565,Nyom,2018,23,1,1,5,1,8,1,D M S,Leganes,1718
2316,Juanfran,2018,23,1,1,10,1,0,0,D M S,Leganes,1457
2609,Gerard Gumbau,2018,16,1,0,19,1,4,1,M S,Leganes,1195
5064,Dimitrios Siovas,2018,34,1,1,21,0,5,0,D,Leganes,2965
5077,Mikel Vesga,2018,26,1,1,13,1,3,0,M S,Leganes,2075
5145,Michael Santos,2018,16,1,1,18,3,4,0,F M S,Leganes,546
1095,Ezequiel Muñoz,2018,3,0,0,2,0,0,0,D S,Leganes,211
2080,Rubén Pérez,2018,31,0,0,11,0,7,1,M S,Leganes,2470
2208,Iván Cuéllar,2018,34,0,0,0,0,5,0,GK,Leganes,3056
2236,Diego Reyes,2018,6,0,0,0,0,1,0,D S,Leganes,321
2337,Recio,2018,18,0,0,10,0,9,0,M S,Leganes,1290
2409,Eraso,2018,13,0,0,4,0,2,0,M S,Leganes,641
2499,Sabin,2018,12,0,0,11,0,0,0,F S,Leganes,285
3261,Diego Rolan,2018,6,0,0,2,0,0,0,M S,Leganes,210
4107,Unai Bustinza,2018,25,0,0,6,1,9,1,D S,Leganes,2027
5068,Alexander Szymanowski,2018,1,0,0,0,0,0,0,S,Leganes,6
5114,Raúl García,2018,5,0,0,2,0,1,0,D S,Leganes,378
6470,José Arnáiz,2018,6,0,0,1,0,0,0,S,Leganes,104
7022,Daniel Ojeda,2018,5,0,0,2,0,1,0,D M S,Leganes,194
7119,Kenneth Omeruo,2018,28,0,0,3,0,7,0,D S,Leganes,2440
7165,Rodrigo Tarín,2018,18,0,0,4,0,3,0,D S,Leganes,1426
7194,Andriy Lunin,2018,5,0,0,0,0,0,0,GK S,Leganes,364
7364,Vasyl Kravets,2018,6,0,0,4,0,2,0,D M,Leganes,487
1709,Cristhian Stuani,2018,32,19,14,79,0,9,0,F S,Girona,2736
6118,Portu,2018,34,9,8,37,2,3,0,F M S,Girona,2850
776,Seydou Doumbia,2018,17,2,2,15,0,2,0,F S,Girona,525
1055,Aleix García,2018,31,2,2,19,1,1,0,M S,Girona,1674
1716,Bernardo,2018,31,1,1,15,1,2,2,D,Girona,2732
4070,Borja,2018,33,1,1,32,3,0,1,F M S,Girona,2644
6114,Pedro Alcalá,2018,25,1,1,15,1,9,0,D S,Girona,1863
6117,Pere Pons,2018,34,1,1,19,2,4,0,M S,Girona,2807
6243,Jonás Ramalho,2018,22,1,1,7,0,4,0,D S,Girona,1618
860,Marc Muniesa,2018,19,0,0,7,0,6,0,D M S,Girona,1402
925,Patrick Roberts,2018,19,0,0,7,0,0,0,M S,Girona,589
2283,Planas,2018,7,0,0,1,1,3,0,D S,Girona,416
2392,Gorka Iraizoz,2018,7,0,0,0,0,0,0,GK S,Girona,556
3766,Kevin Soni,2018,5,0,0,5,0,1,0,F S,Girona,71
5066,David Timor,2018,2,0,0,2,0,0,0,M,Girona,164
5114,Raúl García,2018,10,0,0,5,1,1,0,D,Girona,859
6115,Aday Benítez,2018,10,0,0,9,2,2,0,D S,Girona,652
6116,Álex Granell,2018,32,0,0,39,4,5,0,D M S,Girona,2387
6120,Bono,2018,32,0,0,1,0,2,0,GK,Girona,2864
6121,Juanpe,2018,33,0,0,22,0,8,0,D S,Girona,2768
6122,Douglas Luiz,2018,23,0,0,16,0,7,0,M S,Girona,1485
6242,Johan Mojica,2018,1,0,0,0,0,0,0,S,Girona,14
6533,Anthony Lozano,2018,20,0,0,23,0,4,1,F M S,Girona,713
6912,Pedro Porro,2018,32,0,0,23,4,4,0,D M S,Girona,2216
7099,Paik Seung-Ho,2018,3,0,0,1,0,0,0,S,Girona,53
7246,Valery Fernández,2018,17,0,0,2,1,2,0,D M S,Girona,888
6219,Enes Ünal,2018,33,6,3,53,3,7,0,F S,Real Valladolid,2152
5212,Sergi Guardiola,2018,17,3,3,46,1,0,0,F,Real Valladolid,1517
6917,Rubén Alcaraz,2018,34,3,3,52,2,13,0,M,Real Valladolid,2979
6921,Óscar Plano,2018,33,3,3,46,4,8,0,F M S,Real Valladolid,2699
2044,Daniele Verde,2018,22,2,1,24,0,1,0,F M S,Real Valladolid,622
2131,Keko,2018,26,2,2,21,1,2,0,M S,Real Valladolid,1556
5164,Leo Suárez,2018,12,2,2,10,0,0,0,F M S,Real Valladolid,527
6919,Toni Villa,2018,26,2,2,35,2,3,0,F M S,Real Valladolid,1783
6922,Antoñito,2018,30,2,2,8,1,5,0,D M S,Real Valladolid,1846
2161,Nacho,2018,35,1,1,17,3,10,0,D M,Real Valladolid,3150
4208,Míchel,2018,35,1,1,21,2,9,0,M S,Real Valladolid,2554
6916,Fernando Calero,2018,36,1,1,10,0,7,0,D S,Real Valladolid,3131
6918,Anuar Mohamed,2018,19,1,1,10,0,6,0,M S,Real Valladolid,1081
7233,Joaquín Fernández,2018,13,1,1,7,0,2,0,D M S,Real Valladolid,835
7525,Waldo Rubio,2018,8,1,1,12,0,1,0,M S,Real Valladolid,493
2105,Jordi Masip,2018,35,0,0,0,0,1,0,GK,Real Valladolid,3150
2157,Yoel,2018,3,0,0,0,0,0,0,GK,Real Valladolid,270
2340,Duje Cop,2018,18,0,0,16,0,2,0,F S,Real Valladolid,672
2528,Ivi,2018,3,0,0,1,0,0,0,S,Real Valladolid,12
4054,Pablo Hervías,2018,3,0,0,3,0,1,0,M S,Real Valladolid,165
4132,Borja,2018,19,0,0,5,0,3,0,D M S,Real Valladolid,837
6404,Hacen,2018,1,0,0,0,0,0,0,S,Real Valladolid,1
6914,Javi Moyano,2018,27,0,0,6,0,3,0,D S,Real Valladolid,2115
6915,Kiko Olivas,2018,35,0,0,5,0,6,0,D,Real Valladolid,3103
6920,Chris Ramos,2018,1,0,0,0,0,0,0,F,Real Valladolid,64
6924,Miguel De la Fuente,2018,2,0,0,2,0,0,0,S,Real Valladolid,11
7182,Moisés Delgado,2018,3,0,0,2,0,1,0,D M,Real Valladolid,270
7426,Stiven Plaza,2018,2,0,0,0,0,0,0,S,Real Valladolid,34
6955,Ezequiel Ávila,2018,34,10,9,89,2,10,1,F M S,SD Huesca,1991
7349,Enric Gallego,2018,19,5,5,32,1,4,0,F S,SD Huesca,1538
2394,Etxeita,2018,31,4,4,24,0,11,0,D S,SD Huesca,2678
6951,Álex Gallar,2018,25,4,3,27,1,2,0,M S,SD Huesca,996
